Ind1,Ind2,R,LnL(R),,U,HS,FS,PO
F42_KNP,F27_KNP,U,-38.95,,-,1.17,4.14,9999
F42_KNP,F28_KNP,FS,-33.11,,3.03,1.09,-,0
F42_KNP,F29_KNP,PO,-32.23,,3.74,1.64,2.01,-
F42_KNP,F30_KNP,U,-45.17,,-,0.09,2.62,9999
F42_KNP,F31_KNP,U,-44.64,,-,1.33,5.01,9999
F42_KNP,F32_KNP,U,-38.87,,-,0.08,2.09,9999
F42_KNP,F33_KNP,U,-47.98,,-,2.9,7.96,9999
F42_KNP,F34_KNP,U,-44.81,,-,0.82,4.65,9999
F42_KNP,F35_KNP,HS,-36.78,,0.22,-,2.06,0.14
F42_KNP,F36_KNP,U,-35.05,,-,0.28,2.92,9999
F42_KNP,F37_KNP,U,-43.21,,-,1.79,5.52,9999
F42_KNP,F38_KNP,FS,-31.26,,1.49,0.24,-,9999
F42_KNP,F40_KNP,FS,-26.37,,4.86,2.42,-,0.61
F42_KNP,F41_KNP,U,-37.44,,-,0.44,2.21,9999
F43_KNP,F13_KNP,U,-39.64,,-,0.56,2.35,9999
F43_KNP,F14_KNP,U,-38.12,,-,0.61,2.58,9999
F43_KNP,F15_KNP,U,-42.38,,-,0.99,3.01,9999
F43_KNP,F16_KNP,PO,-32.3,,1.32,0.48,2.4,-
F43_KNP,F17_KNP,U,-45.59,,-,2.51,6.96,9999
F43_KNP,F18_KNP,U,-44.16,,-,2.38,5.97,9999
F43_KNP,F19_KNP,U,-39.89,,-,0.93,2.52,9999
F43_KNP,F20_KNP,U,-40.6,,-,2.67,6.84,9999
F43_KNP,F21_KNP,U,-40.05,,-,0.69,1.85,9999
F43_KNP,F22_KNP,U,-42.31,,-,2.54,6.47,9999
F43_KNP,F23_KNP,HS,-38.02,,0.13,-,3.05,0.2
F43_KNP,F24_KNP,U,-47.63,,-,3,7.75,9999
F43_KNP,F25_KNP,HS,-35.33,,0.15,-,1.13,9999
F43_KNP,F26_KNP,U,-47.27,,-,4.14,9.93,9999
F43_KNP,F27_KNP,U,-39.28,,-,0.45,3.77,9999
F43_KNP,F28_KNP,PO,-33.76,,2.7,1.06,1.47,-
F43_KNP,F29_KNP,U,-36.3,,-,0.49,2.06,9999
F43_KNP,F30_KNP,U,-45.5,,-,1.1,4.22,9999
F43_KNP,F31_KNP,U,-44.97,,-,1.21,4.08,9999
F43_KNP,F32_KNP,HS,-38.22,,0.98,-,0.17,9999
F43_KNP,F33_KNP,U,-48.3,,-,3.93,9.47,9999
F43_KNP,F34_KNP,U,-45.14,,-,1.21,4.08,9999
F43_KNP,F35_KNP,U,-37.32,,-,1.09,3.2,9999
F43_KNP,F36_KNP,U,-35.37,,-,0.7,1.64,9999
F43_KNP,F37_KNP,U,-44.28,,-,4.5,9.65,9999
F43_KNP,F38_KNP,FS,-30.56,,2.52,0.99,-,9999
F43_KNP,F40_KNP,PO,-27.8,,3.75,1.69,0.7,-
F43_KNP,F41_KNP,U,-37.77,,-,0.66,3.27,9999
F43_KNP,F42_KNP,PO,-28.63,,4.47,1.98,1.03,-
F44_KNP,F13_KNP,HS,-48.73,,0.43,-,1.57,9999
F44_KNP,F14_KNP,U,-47.64,,-,0.79,3.5,9999
F44_KNP,F15_KNP,U,-51.9,,-,1.3,4.5,9999
F44_KNP,F16_KNP,U,-43.14,,-,0.57,2.93,9999
F44_KNP,F17_KNP,U,-55.11,,-,4.05,9.36,9999
F44_KNP,F18_KNP,U,-53.68,,-,4.67,10.63,9999
F44_KNP,F19_KNP,U,-49.41,,-,1.11,4.15,9999
F44_KNP,F20_KNP,U,-50.13,,-,3.36,8.23,9999
F44_KNP,F21_KNP,U,-49.57,,-,1.95,6.03,9999
F44_KNP,F22_KNP,U,-51.83,,-,3.51,8.59,9999
F44_KNP,F23_KNP,U,-47.67,,-,1.73,5.76,9999
F44_KNP,F24_KNP,U,-57.15,,-,2.97,8,9999
F44_KNP,F25_KNP,U,-45,,-,1.26,3.56,9999
F44_KNP,F26_KNP,U,-56.8,,-,2.89,8.14,9999
F44_KNP,F27_KNP,U,-48.8,,-,0.87,2.76,9999
F44_KNP,F28_KNP,U,-45.99,,-,0.28,2.15,9999
F44_KNP,F29_KNP,U,-45.82,,-,0.25,2.53,9999
F44_KNP,F30_KNP,U,-55.02,,-,1.57,4.85,9999
F44_KNP,F31_KNP,U,-54.49,,-,1.63,4.66,9999
F44_KNP,F32_KNP,HS,-45.71,,3.01,-,0.86,9999
F44_KNP,F33_KNP,U,-57.83,,-,3.93,8.7,9999
F44_KNP,F34_KNP,U,-54.66,,-,1.87,5.85,9999
F44_KNP,F35_KNP,U,-46.84,,-,3.07,7.36,9999
F44_KNP,F36_KNP,U,-44.9,,-,2.27,5.74,9999
F44_KNP,F37_KNP,U,-51.66,,-,4.36,9.48,9999
F44_KNP,F38_KNP,FS,-41.8,,0.8,0.16,-,9999
F44_KNP,F40_KNP,HS,-40,,1.08,-,0.83,9999
F44_KNP,F41_KNP,U,-47.29,,-,2.83,7.13,9999
F44_KNP,F42_KNP,HS,-41.35,,1.27,-,1.02,9999
F44_KNP,F43_KNP,PO,-36.52,,6.43,2.42,1.23,-
F45_KNP,F13_KNP,U,-40.03,,-,1.21,2.64,9999
F45_KNP,F14_KNP,U,-38.51,,-,0.7,3.33,9999
F45_KNP,F15_KNP,U,-42.78,,-,1.66,5.4,9999
F45_KNP,F16_KNP,PO,-32.37,,1.64,0.48,0.84,-
F45_KNP,F17_KNP,U,-45.99,,-,0.94,4,9999
F45_KNP,F18_KNP,U,-44.55,,-,1.36,5.12,9999
F45_KNP,F19_KNP,HS,-40.16,,0.12,-,1.22,9999
F45_KNP,F20_KNP,U,-41,,-,3.31,7.71,9999
F45_KNP,F21_KNP,U,-40.44,,-,1.68,4.71,9999
F45_KNP,F22_KNP,U,-42.71,,-,2.96,7.69,9999
F45_KNP,F23_KNP,HS,-38.1,,0.45,-,1.49,0.19
F45_KNP,F24_KNP,U,-48.02,,-,1.87,6.12,9999
F45_KNP,F25_KNP,U,-35.87,,-,0.15,1.39,9999
F45_KNP,F26_KNP,U,-47.67,,-,5.3,11.65,9999
F45_KNP,F27_KNP,U,-39.68,,-,1.88,5.05,9999
F45_KNP,F28_KNP,PO,-33.84,,3.03,1.18,0.77,-
F45_KNP,F29_KNP,U,-36.69,,-,0.05,0.74,9999
F45_KNP,F30_KNP,U,-45.9,,-,0.37,3.02,9999
F45_KNP,F31_KNP,U,-45.37,,-,1.3,4.87,9999
F45_KNP,F32_KNP,U,-39.59,,-,0.01,2.02,9999
F45_KNP,F33_KNP,U,-48.7,,-,4.25,9.91,9999
F45_KNP,F34_KNP,U,-45.53,,-,2.93,7.82,9999
F45_KNP,F35_KNP,U,-37.72,,-,0.36,2.06,9999
F45_KNP,F36_KNP,U,-35.77,,-,1.58,4.09,9999
F45_KNP,F37_KNP,U,-44.67,,-,2.69,6.92,9999
F45_KNP,F38_KNP,FS,-30.4,,3.07,1.69,-,9999
F45_KNP,F40_KNP,PO,-28.94,,3,1.31,0.58,-
F45_KNP,F41_KNP,HS,-38.1,,0.07,-,2.2,0.31
F45_KNP,F42_KNP,PO,-28.34,,5.16,2.24,0.38,-
F45_KNP,F43_KNP,FS,-27.73,,6.09,2.65,-,0.16
F45_KNP,F44_KNP,HS,-41.38,,1.96,-,0.24,9999
F46_KNP,F13_KNP,U,-47.27,,-,2.53,6.94,9999
F46_KNP,F14_KNP,U,-45.75,,-,2.06,4.94,9999
F46_KNP,F15_KNP,PO,-46.63,,3.39,0.55,2.04,-
F46_KNP,F16_KNP,U,-41.25,,-,2.02,4.92,9999
F46_KNP,F17_KNP,U,-53.23,,-,1.57,5.5,9999
F46_KNP,F18_KNP,U,-51.79,,-,3.11,6.71,9999
F46_KNP,F19_KNP,U,-47.53,,-,1.88,5.65,9999
F46_KNP,F20_KNP,HS,-47.85,,0.39,-,2.11,9999
F46_KNP,F21_KNP,U,-47.68,,-,2.3,6.12,9999
F46_KNP,F22_KNP,U,-49.95,,-,0.67,3.46,9999
F46_KNP,F23_KNP,U,-45.78,,-,0.34,2.93,9999
F46_KNP,F24_KNP,U,-55.26,,-,0.4,2.95,9999
F46_KNP,F25_KNP,U,-43.11,,-,1.21,3.38,9999
F46_KNP,F26_KNP,FS,-51.98,,2.93,0,-,9999
F46_KNP,F27_KNP,U,-46.92,,-,1.67,3.81,9999
F46_KNP,F28_KNP,U,-44.1,,-,0.29,3.44,9999
F46_KNP,F29_KNP,U,-43.93,,-,2.21,5.8,9999
F46_KNP,F30_KNP,U,-53.14,,-,3.45,7.51,9999
F46_KNP,F31_KNP,U,-52.61,,-,2.69,6.29,9999
F46_KNP,F32_KNP,U,-46.83,,-,1.97,5.75,9999
F46_KNP,F33_KNP,U,-55.94,,-,0.09,4.33,9999
F46_KNP,F34_KNP,U,-52.77,,-,2.12,6.27,9999
F46_KNP,F35_KNP,PO,-39.63,,5.33,1.88,0.52,-
F46_KNP,F36_KNP,U,-43.01,,-,0.51,3.75,9999
F46_KNP,F37_KNP,U,-51.65,,-,1.81,5.98,9999
F46_KNP,F38_KNP,U,-40.71,,-,1.57,5.33,9999
F46_KNP,F40_KNP,U,-39.19,,-,1.22,3.51,9999
F46_KNP,F41_KNP,FS,-44.09,,1.31,0.17,-,9999
F46_KNP,F42_KNP,U,-40.74,,-,1.87,5.15,9999
F46_KNP,F43_KNP,U,-41.06,,-,1.39,5.09,9999
F46_KNP,F44_KNP,U,-50.59,,-,3.12,7.92,9999
F46_KNP,F45_KNP,U,-41.46,,-,1.36,5.06,9999
F47_KNP,F13_KNP,U,-42.85,,-,1.34,4.47,9999
F47_KNP,F14_KNP,U,-41.33,,-,0.66,2.25,9999
F47_KNP,F15_KNP,U,-45.6,,-,1.92,5.52,9999
F47_KNP,F16_KNP,U,-36.83,,-,0.21,2.27,9999
F47_KNP,F17_KNP,U,-48.8,,-,4.05,9.57,9999
F47_KNP,F18_KNP,U,-47.37,,-,2.43,6.06,9999
F47_KNP,F19_KNP,U,-43.11,,-,0.42,2.97,9999
F47_KNP,F20_KNP,U,-43.82,,-,2.23,6.12,9999
F47_KNP,F21_KNP,U,-43.26,,-,1.14,2.93,9999
F47_KNP,F22_KNP,U,-45.53,,-,1.93,5.51,9999
F47_KNP,F23_KNP,U,-41.36,,-,0.93,4.11,9999
F47_KNP,F24_KNP,U,-50.84,,-,2.49,7.3,9999
F47_KNP,F25_KNP,U,-38.69,,-,0.38,2.08,9999
F47_KNP,F26_KNP,U,-50.49,,-,4.36,9.27,9999
F47_KNP,F27_KNP,U,-42.5,,-,0.53,3.12,9999
F47_KNP,F28_KNP,PO,-38.06,,1.63,0.63,2.32,-
F47_KNP,F29_KNP,U,-39.51,,-,0.83,2.9,9999
F47_KNP,F30_KNP,U,-48.72,,-,2.52,6.33,9999
F47_KNP,F31_KNP,U,-48.19,,-,1.74,5.5,9999
F47_KNP,F32_KNP,HS,-42.03,,0.38,-,1.63,9999
F47_KNP,F33_KNP,U,-51.52,,-,2.87,7.91,9999
F47_KNP,F34_KNP,U,-48.35,,-,1.1,2.97,9999
F47_KNP,F35_KNP,U,-40.54,,-,0.47,2.24,9999
F47_KNP,F36_KNP,HS,-38.57,,0.02,-,0.94,9999
F47_KNP,F37_KNP,U,-47.49,,-,3.14,7.48,9999
F47_KNP,F38_KNP,PO,-34,,2.3,0.89,0.85,-
F47_KNP,F40_KNP,PO,-32.82,,1.94,0.81,1.4,-
F47_KNP,F41_KNP,U,-40.98,,-,1.85,5.43,9999
F47_KNP,F42_KNP,PO,-33.66,,2.66,1.1,1.73,-
F47_KNP,F43_KNP,FS,-30.26,,6.39,2.89,-,0.5
F47_KNP,F44_KNP,PO,-41.12,,5.05,1.82,1.96,-
F47_KNP,F45_KNP,FS,-34.4,,2.64,0.85,-,9999
F47_KNP,F46_KNP,U,-44.28,,-,1.81,5.68,9999
F48_KNP,F13_KNP,HS,-46.63,,1.6,-,1.08,9999
F48_KNP,F14_KNP,U,-46.71,,-,1.09,4.37,9999
F48_KNP,F15_KNP,HS,-49.47,,1.51,-,0.54,9999
F48_KNP,F16_KNP,U,-42.21,,-,1.24,4.07,9999
F48_KNP,F17_KNP,U,-54.18,,-,3.21,8.35,9999
F48_KNP,F18_KNP,U,-52.75,,-,2.64,6.49,9999
F48_KNP,F19_KNP,U,-48.48,,-,2.32,5.68,9999
F48_KNP,F20_KNP,U,-49.2,,-,0.12,1.09,9999
F48_KNP,F21_KNP,PO,-47.76,,0.88,0.01,2.04,-
F48_KNP,F22_KNP,U,-50.9,,-,3.27,8.22,9999
F48_KNP,F23_KNP,U,-46.74,,-,2.95,7.85,9999
F48_KNP,F24_KNP,U,-56.22,,-,3.18,7.52,9999
F48_KNP,F25_KNP,U,-44.07,,-,0.44,2.81,1.43
F48_KNP,F26_KNP,U,-55.87,,-,2,6.21,9999
F48_KNP,F27_KNP,U,-47.87,,-,0.46,2.91,2
F48_KNP,F28_KNP,HS,-44.86,,0.2,-,0.86,9999
F48_KNP,F29_KNP,U,-44.89,,-,1.57,5.35,9999
F48_KNP,F30_KNP,U,-54.09,,-,0.36,3.65,9999
F48_KNP,F31_KNP,HS,-53.47,,0.09,-,1.5,9999
F48_KNP,F32_KNP,FS,-44.68,,3.11,1.25,-,9999
F48_KNP,F33_KNP,U,-56.9,,-,0.7,3.8,9999
F48_KNP,F34_KNP,HS,-53.39,,0.34,-,1.86,9999
F48_KNP,F35_KNP,U,-45.91,,-,1.75,5.61,9999
F48_KNP,F36_KNP,U,-43.97,,-,1.86,5.51,9999
F48_KNP,F37_KNP,U,-52.6,,-,3.51,8.87,9999
F48_KNP,F38_KNP,U,-41.67,,-,1.07,2.9,9999
F48_KNP,F40_KNP,HS,-39.72,,0.43,-,0.78,0.09
F48_KNP,F41_KNP,U,-46.36,,-,1.5,4.06,9999
F48_KNP,F42_KNP,U,-41.69,,-,1.23,3.72,9999
F48_KNP,F43_KNP,FS,-40.87,,1.15,0,-,9999
F48_KNP,F44_KNP,HS,-50.44,,1.1,-,1.78,9999
F48_KNP,F45_KNP,HS,-42.14,,0.28,-,1.18,9999
F48_KNP,F46_KNP,U,-49.66,,-,1.39,3.9,9999
F48_KNP,F47_KNP,HS,-42.48,,2.76,-,0.64,9999
F49_KNP,F13_KNP,U,-50.77,,-,0.61,3.87,9999
F49_KNP,F14_KNP,U,-49.25,,-,0.85,4.77,9999
F49_KNP,F15_KNP,U,-53.51,,-,0.97,2.78,9999
F49_KNP,F16_KNP,U,-44.75,,-,1.1,4.12,9999
F49_KNP,F17_KNP,U,-56.72,,-,2.2,5.2,9999
F49_KNP,F18_KNP,U,-55.29,,-,3.66,8.77,9999
F49_KNP,F19_KNP,U,-51.02,,-,2.88,6.66,9999
F49_KNP,F20_KNP,U,-51.73,,-,4.37,9.11,9999
F49_KNP,F21_KNP,U,-51.18,,-,1.53,3.76,9999
F49_KNP,F22_KNP,U,-53.44,,-,3,7.83,9999
F49_KNP,F23_KNP,U,-49.28,,-,1.82,4.67,9999
F49_KNP,F24_KNP,U,-58.76,,-,1.08,4.21,9999
F49_KNP,F25_KNP,U,-46.61,,-,1.59,5.4,9999
F49_KNP,F26_KNP,U,-58.4,,-,2.01,5.71,9999
F49_KNP,F27_KNP,U,-50.41,,-,1.14,4.97,9999
F49_KNP,F28_KNP,U,-47.6,,-,1.7,4.78,9999
F49_KNP,F29_KNP,U,-47.43,,-,0.98,4.2,9999
F49_KNP,F30_KNP,U,-56.63,,-,3.17,7.4,9999
F49_KNP,F31_KNP,U,-56.1,,-,3.62,8.43,9999
F49_KNP,F32_KNP,HS,-50.17,,0.16,-,1.17,9999
F49_KNP,F33_KNP,U,-59.44,,-,3.53,8.42,9999
F49_KNP,F34_KNP,U,-56.27,,-,4.19,9.78,9999
F49_KNP,F35_KNP,U,-48.45,,-,1.87,6.36,9999
F49_KNP,F36_KNP,U,-46.5,,-,2.66,6.33,9999
F49_KNP,F37_KNP,U,-54.76,,-,4.09,9.19,9999
F49_KNP,F38_KNP,U,-44.21,,-,0.33,2.74,9999
F49_KNP,F40_KNP,HS,-42.36,,0.32,-,1.7,0.06
F49_KNP,F41_KNP,U,-48.9,,-,1.71,4.73,9999
F49_KNP,F42_KNP,U,-44.23,,-,0.97,2.87,9999
F49_KNP,F43_KNP,HS,-43.23,,1.33,-,0.12,9999
F49_KNP,F44_KNP,HS,-52.47,,1.61,-,2,9999
F49_KNP,F45_KNP,HS,-44.18,,0.78,-,1.19,9999
F49_KNP,F46_KNP,U,-52.2,,-,1.12,3.69,9999
F49_KNP,F47_KNP,HS,-47.38,,0.4,-,1.7,9999
F49_KNP,F48_KNP,HS,-52.43,,0.72,-,0.49,9999
F50_KNP,F13_KNP,U,-47.1,,-,2.15,5.51,9999
F50_KNP,F14_KNP,U,-45.58,,-,1.5,4.71,9999
F50_KNP,F15_KNP,HS,-48.7,,1.15,-,1.73,9999
F50_KNP,F16_KNP,U,-41.08,,-,1.12,3.1,9999
F50_KNP,F17_KNP,U,-53.05,,-,0.21,3.63,9999
F50_KNP,F18_KNP,U,-51.62,,-,0.08,3.57,9999
F50_KNP,F19_KNP,U,-47.36,,-,2.67,6.94,9999
F50_KNP,F20_KNP,U,-48.07,,-,2.66,6.9,9999
F50_KNP,F21_KNP,PO,-43.78,,3.74,1.12,0.56,-
F50_KNP,F22_KNP,U,-49.78,,-,0.47,2.8,9999
F50_KNP,F23_KNP,HS,-45.09,,0.53,-,0.47,9999
F50_KNP,F24_KNP,U,-55.09,,-,3.43,8.75,9999
F50_KNP,F25_KNP,U,-42.94,,-,1.83,6.27,9999
F50_KNP,F26_KNP,U,-54.74,,-,5.77,12.82,9999
F50_KNP,F27_KNP,U,-46.75,,-,1.27,4.42,9999
F50_KNP,F28_KNP,HS,-42.35,,1.58,-,0.76,9999
F50_KNP,F29_KNP,U,-43.76,,-,1.98,4.95,9999
F50_KNP,F30_KNP,U,-52.97,,-,0.69,2.35,9999
F50_KNP,F31_KNP,U,-52.44,,-,1.87,4.79,9999
F50_KNP,F32_KNP,HS,-45.15,,1.52,-,1.42,9999
F50_KNP,F33_KNP,U,-55.77,,-,4.96,10.56,9999
F50_KNP,F34_KNP,U,-52.6,,-,2.15,5.09,9999
F50_KNP,F35_KNP,U,-44.79,,-,1.19,5.28,9999
F50_KNP,F36_KNP,U,-42.84,,-,1.4,4.81,9999
F50_KNP,F37_KNP,U,-51.1,,-,4.3,10.1,9999
F50_KNP,F38_KNP,U,-40.54,,-,0.82,3.74,9999
F50_KNP,F40_KNP,U,-39.02,,-,0.17,2.15,9999
F50_KNP,F41_KNP,U,-45.23,,-,0.13,3.29,0.83
F50_KNP,F42_KNP,U,-40.57,,-,0.77,3.1,9999
F50_KNP,F43_KNP,HS,-40.6,,0.3,-,2.47,9999
F50_KNP,F44_KNP,U,-50.42,,-,2.86,7.58,9999
F50_KNP,F45_KNP,HS,-40.79,,0.5,-,1.6,9999
F50_KNP,F46_KNP,U,-48.53,,-,2.95,7.88,9999
F50_KNP,F47_KNP,U,-44.11,,-,0.64,2.85,9999
F50_KNP,F48_KNP,HS,-48.85,,0.63,-,2.46,9999
F50_KNP,F49_KNP,U,-52.02,,-,1.63,4.92,9999
F51_KNP,F13_KNP,U,-53.55,,-,0.46,3.05,9999
F51_KNP,F14_KNP,U,-52.03,,-,2.69,7.49,9999
F51_KNP,F15_KNP,U,-56.29,,-,5,11.23,9999
F51_KNP,F16_KNP,U,-47.52,,-,1.25,4.24,9999
F51_KNP,F17_KNP,FS,-57.87,,1.63,0.01,-,9999
F51_KNP,F18_KNP,HS,-55.1,,2.96,-,1.14,9999
F51_KNP,F19_KNP,U,-53.8,,-,4.07,9.25,9999
F51_KNP,F20_KNP,U,-54.51,,-,3.47,8.02,9999
F51_KNP,F21_KNP,HS,-53.83,,0.13,-,2.21,9999
F51_KNP,F22_KNP,HS,-56.02,,0.2,-,2.57,9999
F51_KNP,F23_KNP,HS,-51.78,,0.28,-,1.27,9999
F51_KNP,F24_KNP,U,-61.54,,-,1.87,6.96,9999
F51_KNP,F25_KNP,U,-49.38,,-,1.17,5.3,9999
F51_KNP,F26_KNP,U,-61.18,,-,1.32,4.69,9999
F51_KNP,F27_KNP,U,-53.19,,-,0.94,3.15,9999
F51_KNP,F28_KNP,U,-50.38,,-,1.79,5.7,9999
F51_KNP,F29_KNP,U,-50.21,,-,3.76,9.19,9999
F51_KNP,F30_KNP,U,-59.41,,-,2.4,5.58,9999
F51_KNP,F31_KNP,HS,-58.15,,0.73,-,1.81,9999
F51_KNP,F32_KNP,U,-53.11,,-,5.03,11.13,9999
F51_KNP,F33_KNP,U,-62.21,,-,3.95,8.57,9999
F51_KNP,F34_KNP,U,-59.05,,-,3.34,8.03,9999
F51_KNP,F35_KNP,U,-51.23,,-,2.59,7.3,9999
F51_KNP,F36_KNP,U,-49.28,,-,1.12,4.24,9999
F51_KNP,F37_KNP,U,-57.87,,-,0.95,2.9,9999
F51_KNP,F38_KNP,U,-46.99,,-,1.28,4.4,9999
F51_KNP,F40_KNP,U,-45.46,,-,2.12,6.06,9999
F51_KNP,F41_KNP,U,-51.68,,-,0.31,2.84,9999
F51_KNP,F42_KNP,U,-47.01,,-,2.31,6.49,9999
F51_KNP,F43_KNP,U,-47.34,,-,3.13,8.32,9999
F51_KNP,F44_KNP,U,-56.86,,-,4.41,10.25,9999
F51_KNP,F45_KNP,U,-47.73,,-,2.74,7.64,9999
F51_KNP,F46_KNP,U,-54.97,,-,3.08,7.53,9999
F51_KNP,F47_KNP,U,-50.55,,-,2.8,7.71,9999
F51_KNP,F48_KNP,U,-55.93,,-,3.26,8.4,9999
F51_KNP,F49_KNP,U,-58.47,,-,3.04,6.39,9999
F51_KNP,F50_KNP,HS,-54.51,,0.3,-,3.48,9999
M33_KNP,F13_KNP,U,-47.36,,-,0.94,3.49,9999
M33_KNP,F14_KNP,U,-45.84,,-,2.26,6.31,9999
M33_KNP,F15_KNP,U,-50.11,,-,4.06,9.37,9999
M33_KNP,F16_KNP,U,-41.34,,-,0.17,2.25,9999
M33_KNP,F17_KNP,HS,-52.5,,0.81,-,0.4,9999
M33_KNP,F18_KNP,U,-51.88,,-,1.84,4.72,9999
M33_KNP,F19_KNP,U,-47.61,,-,3.34,7.71,9999
M33_KNP,F20_KNP,U,-48.33,,-,3.53,7.36,9999
M33_KNP,F21_KNP,U,-47.77,,-,0.25,3.05,9999
M33_KNP,F22_KNP,U,-50.04,,-,0.41,3.65,9999
M33_KNP,F23_KNP,PO,-41.27,,4.61,1.6,0.98,-
M33_KNP,F24_KNP,HS,-55.2,,0.16,-,1.75,9999
M33_KNP,F25_KNP,U,-43.2,,-,2.72,7.1,9999
M33_KNP,F26_KNP,U,-55,,-,2.13,6.07,9999
M33_KNP,F27_KNP,U,-47,,-,2.63,6.59,9999
M33_KNP,F28_KNP,HS,-43.29,,0.9,-,0.93,9999
M33_KNP,F29_KNP,U,-44.02,,-,3.54,8.51,9999
M33_KNP,F30_KNP,U,-53.23,,-,1.85,5.69,9999
M33_KNP,F31_KNP,U,-52.7,,-,1.57,4.28,9999
M33_KNP,F32_KNP,U,-46.92,,-,3.03,7.69,9999
M33_KNP,F33_KNP,U,-56.03,,-,3.49,7.93,9999
M33_KNP,F34_KNP,U,-52.86,,-,3.57,8.47,9999
M33_KNP,F35_KNP,U,-45.05,,-,0.76,3.97,9999
M33_KNP,F36_KNP,U,-43.1,,-,1.11,4.51,9999
M33_KNP,F37_KNP,U,-51.69,,-,3.34,7.76,9999
M33_KNP,F38_KNP,U,-40.8,,-,0.35,3.2,9999
M33_KNP,F40_KNP,U,-39.27,,-,1.38,4.52,9999
M33_KNP,F41_KNP,HS,-43.54,,1.95,-,0.16,9999
M33_KNP,F42_KNP,U,-40.82,,-,0.61,2.94,9999
M33_KNP,F43_KNP,U,-41.15,,-,0.41,3.22,9999
M33_KNP,F44_KNP,U,-50.67,,-,2.22,6.01,9999
M33_KNP,F45_KNP,U,-41.55,,-,0.71,3.63,9999
M33_KNP,F46_KNP,HS,-48.76,,0.03,-,2.37,9999
M33_KNP,F47_KNP,U,-44.37,,-,1.6,5.38,9999
M33_KNP,F48_KNP,U,-49.75,,-,1.79,5.36,9999
M33_KNP,F49_KNP,FS,-51.67,,0.62,0.19,-,9999
M33_KNP,F50_KNP,U,-48.62,,-,0.68,4.13,9999
M33_KNP,F51_KNP,FS,-52.58,,2.49,0.7,-,9999
M34_KNP,F13_KNP,U,-56.16,,-,2.08,6.56,9999
M34_KNP,F14_KNP,U,-54.64,,-,2.33,6.55,9999
M34_KNP,F15_KNP,HS,-58.54,,0.36,-,2.76,9999
M34_KNP,F16_KNP,U,-50.13,,-,2.77,6.78,9999
M34_KNP,F17_KNP,U,-62.11,,-,4.59,10.64,9999
M34_KNP,F18_KNP,U,-60.68,,-,2.28,6.78,9999
M34_KNP,F19_KNP,U,-56.41,,-,0.92,4.1,9999
M34_KNP,F20_KNP,HS,-55.97,,1.15,-,2.8,9999
M34_KNP,F21_KNP,U,-56.57,,-,0.23,2.32,9999
M34_KNP,F22_KNP,U,-58.83,,-,2.18,5.85,9999
M34_KNP,F23_KNP,U,-54.67,,-,3.39,8.71,9999
M34_KNP,F24_KNP,U,-64.15,,-,0.65,3.9,9999
M34_KNP,F25_KNP,U,-51.99,,-,2.77,7.39,9999
M34_KNP,F26_KNP,U,-63.79,,-,3.61,9.53,9999
M34_KNP,F27_KNP,U,-55.8,,-,1.95,6.84,9999
M34_KNP,F28_KNP,U,-52.98,,-,1.28,5.07,9999
M34_KNP,F29_KNP,U,-52.82,,-,0.12,0.58,9999
M34_KNP,F30_KNP,U,-62.02,,-,2.07,6.79,9999
M34_KNP,F31_KNP,U,-61.49,,-,2.59,8.04,9999
M34_KNP,F32_KNP,PO,-49.07,,6.65,2.41,2.28,-
M34_KNP,F33_KNP,U,-64.82,,-,3.16,8.51,9999
M34_KNP,F34_KNP,U,-61.66,,-,1.46,5.12,9999
M34_KNP,F35_KNP,U,-53.84,,-,4.23,8.22,9999
M34_KNP,F36_KNP,U,-51.89,,-,1.47,4.65,9999
M34_KNP,F37_KNP,U,-58.39,,-,2.94,6.19,9999
M34_KNP,F38_KNP,U,-49.6,,-,3.24,7.77,9999
M34_KNP,F40_KNP,U,-48.07,,-,1.38,4.32,9999
M34_KNP,F41_KNP,U,-54.29,,-,2.46,5.96,9999
M34_KNP,F42_KNP,U,-49.62,,-,1.19,4.72,9999
M34_KNP,F43_KNP,U,-49.95,,-,1.72,4.27,9999
M34_KNP,F44_KNP,HS,-57.91,,1.56,-,2.86,9999
M34_KNP,F45_KNP,U,-50.34,,-,1.89,5.16,9999
M34_KNP,F46_KNP,U,-57.58,,-,3.57,8.34,9999
M34_KNP,F47_KNP,U,-53.16,,-,1.24,3.5,9999
M34_KNP,F48_KNP,HS,-57.11,,1.43,-,1.59,9999
M34_KNP,F49_KNP,U,-61.08,,-,1.71,5.18,9999
M34_KNP,F50_KNP,U,-57.41,,-,1.13,3.73,9999
M34_KNP,F51_KNP,U,-63.86,,-,1.83,7.1,9999
M34_KNP,M33_KNP,U,-57.67,,-,2.34,7.35,9999
M35_KNP,F13_KNP,U,-41.43,,-,0.93,3.53,9999
M35_KNP,F14_KNP,U,-39.91,,-,1.16,3.53,9999
M35_KNP,F15_KNP,U,-44.18,,-,1.81,4.28,9999
M35_KNP,F16_KNP,PO,-33.44,,1.97,0.6,1,-
M35_KNP,F17_KNP,U,-47.38,,-,2.99,7.76,9999
M35_KNP,F18_KNP,U,-45.95,,-,1.71,5.58,9999
M35_KNP,F19_KNP,FS,-38.13,,3.55,1.3,-,9999
M35_KNP,F20_KNP,U,-42.4,,-,1.74,5.44,9999
